OG	Median OG length (bp)	Proportion contexts near scaffold edge	Number of genomes with OG	Number of instances	Context variability score	Context variability score - complete contexts	Context entropy score	Context entropy score - complete contexts	Number of distinct neighbor OGs	Number of distinct OGs from complete contexts	Avg. number of distinct neighbor OGs	Avg. number of distinct neighbor OGs from complete contexts	description 	cog
OG0004654	514.5	0.5	2	2	0.54	0.78	3.11	2.77	23	16	12.5	12.5	the current gene model (or a revised gene model) may contain a frame shift	L
OG0004786	519	0.5	2	2	0.91	1	3.11	3.04	23	21	21	21	#N/A	#N/A
OG0004798	738	0	2	2	0.91	0.91	3.11	3.11	23	23	21	21	#N/A	#N/A
OG0000432	831	0	77	80	0.28	0.28	3.12	3.12	60	60	16.96	16.96	Protein of unknown function (DUF3388)	S
OG0000443	3657	0.04	77	80	0.2	0.2	3.12	3.12	72	72	14.71	14.71	ATP-dependent helicase nuclease subunit A	L
OG0000568	1536	0	77	79	0.44	0.44	3.12	3.12	44	44	19.48	19.48	COG2244 Membrane protein involved in the export of O-antigen and teichoic acid	S
OG0000926	1047	0.25	77	77	0.36	0.4	3.12	3.11	51	46	18.36	18.36	A G-specific	L
OG0001084	1245	0.01	77	77	0.45	0.45	3.12	3.12	44	44	20	20	COG0457 FOG TPR repeat	G
OG0001085	558	0	77	77	0.44	0.44	3.12	3.12	46	46	20.1	20.1	UPF0302 domain	S
OG0002791	249	0.82	1	11	0.54	0.64	3.12	3.14	27	23	14.64	14.64	#N/A	#N/A
OG0003246	411	0	5	6	0.52	0.52	3.12	3.12	28	28	14.5	14.5	-	-
OG0003323	325.5	0.33	3	6	0.62	0.65	3.12	3.16	26	25	16.17	16.17	#N/A	#N/A
OG0003480	693	0	5	5	0.87	0.87	3.12	3.12	24	24	20.8	20.8	Is involved in L-lactate degradation and allows cells to grow with lactate as the sole carbon source	S
OG0003561	204	0	4	4	0.67	0.67	3.12	3.12	26	26	17.5	17.5	#N/A	#N/A
OG0004045	318	0	2	3	0.42	0.42	3.12	3.12	24	24	10	10	COG NOG14600 non supervised orthologous group	S
OG0004148	637.5	0	2	2	0.93	0.93	3.12	3.12	23	23	21.5	21.5	#N/A	#N/A
OG0004211	166.5	0.5	2	2	0.52	1	3.12	2.48	23	12	12	12	#N/A	#N/A
OG0004239	199.5	0.5	2	2	0.67	0.84	3.12	2.94	24	19	16	16	#N/A	#N/A
OG0004367	160.5	0	2	2	0.93	0.93	3.12	3.12	23	23	21.5	21.5	#N/A	#N/A
OG0004425	8293.5	0	1	2	0.67	0.67	3.12	3.12	24	24	16	16	synthase	Q
OG0004594	1533	0	2	2	0.62	0.62	3.12	3.12	24	24	15	15	#N/A	#N/A
OG0004600	856.5	0	2	2	0.69	0.69	3.12	3.12	24	24	16.5	16.5	DNA binding domain of tn916 integrase	L
OG0004601	204	0	2	2	0.69	0.69	3.12	3.12	24	24	16.5	16.5	Excisionase from transposon Tn916	S
OG0004664	768	0	2	2	0.96	0.96	3.12	3.12	23	23	22	22	peroxiredoxin activity	S
OG0004703	1173	0	2	2	0.77	0.77	3.12	3.12	24	24	18.5	18.5	4Fe-4S single cluster domain	C
OG0004758	486	0.5	2	2	0.52	0.57	3.12	3.04	23	21	12	12	-	-
OG0000385	1272	0.04	77	81	0.31	0.32	3.13	3.13	58	57	18.05	18.05	COG4098 Superfamily II DNA RNA helicase required for DNA uptake (late competence protein)	L
OG0000387	1215	0.27	77	81	0.13	0.14	3.13	3.19	94	91	12.52	12.52	Nucleoside	F
OG0000563	750	0.03	77	79	0.46	0.46	3.13	3.13	42	42	19.25	19.25	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family	J
OG0000731	309	0.05	77	78	0.21	0.23	3.13	3.12	65	62	13.96	13.96	Iron-sulfur cluster assembly protein	S
OG0000788	813	0.55	77	77	0.22	0.33	3.13	3.11	72	47	15.51	15.51	"Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration"	H
OG0001075	1182	0.03	77	77	0.36	0.37	3.13	3.13	54	53	19.52	19.52	Ribosomal protein S1	J
OG0001077	999	0.03	77	77	0.39	0.39	3.13	3.13	51	51	19.7	19.7	Glycerol-3-phosphate dehydrogenase	I
OG0001082	1068	0.01	77	77	0.47	0.47	3.13	3.13	45	45	20.95	20.95	Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ)	E
OG0001945	135	0	42	42	0.38	0.38	3.13	3.13	50	50	19.14	19.14	#N/A	#N/A
OG0003229	1800	0	6	6	0.85	0.85	3.13	3.13	25	25	21.33	21.33	Terminase-like family	S
OG0003448	345	0.2	5	5	0.79	0.79	3.13	3.15	25	25	19.8	19.8	#N/A	#N/A
OG0004128	222	0	2	2	0.83	0.83	3.13	3.13	24	24	20	20	#N/A	#N/A
OG0004318	673.5	0.5	2	2	0.6	0.76	3.13	2.94	24	19	14.5	14.5	Belongs to the aspartate glutamate racemases family	M
OG0004379	1720.5	0	2	2	0.81	0.81	3.13	3.13	24	24	19.5	19.5	#N/A	#N/A
OG0004575	202.5	0	2	2	0.83	0.83	3.13	3.13	24	24	20	20	Protein of unknown function (DUF969)	S
OG0004595	973.5	0	2	2	0.6	0.6	3.13	3.13	24	24	14.5	14.5	#N/A	#N/A
OG0004651	201	0	1	2	0.98	0.98	3.13	3.13	23	23	22.5	22.5	#N/A	#N/A
OG0000611	354	0.23	77	77	0.39	0.4	3.14	3.16	48	46	18.58	18.58	Transfers the 4'-phosphopantetheine moiety from coenzyme A to a Ser of acyl-carrier-protein	I
OG0000639	849	0.03	77	78	0.22	0.22	3.14	3.14	77	77	17.26	17.26	"Acts on the D-isomers of alanine, leucine, aspartate, glutamate, aminobutyrate, norvaline and asparagine. The enzyme transfers an amino group from a substrate D-amino acid to the pyridoxal phosphate cofactor to form pyridoxamine and an alpha- keto acid in the first half-reaction"	E
OG0000672	627	0.03	77	78	0.28	0.29	3.14	3.14	61	59	16.95	16.95	"Endonuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves mobile four-strand junctions by introducing symmetrical nicks in paired strands. Promotes annealing of linear ssDNA with homologous dsDNA. Required for DNA repair, homologous recombination and chromosome segregation"	L
OG0000689	393	0	77	78	0.29	0.29	3.14	3.14	59	59	17.22	17.22	Helix-turn-helix domain	S
OG0000856	807	0.23	77	77	0.16	0.18	3.14	3.13	63	55	10.06	10.06	"Catalyzes the condensation of 2 ATP molecules into cyclic di-AMP (c-di-AMP), a second messenger used to regulate differing processes in different bacteria"	S
OG0000873	423	0.04	77	77	0.56	0.56	3.14	3.15	39	39	21.75	21.75	low molecular weight	T
OG0000951	417	0.03	77	77	0.32	0.32	3.14	3.14	58	58	18.35	18.35	-	-
OG0001003	453	0.03	77	77	0.26	0.27	3.14	3.13	64	62	16.51	16.51	"rejects L-amino acids rather than detecting D-amino acids in the active site. By recycling D-aminoacyl-tRNA to D-amino acids and free tRNA molecules, this enzyme counteracts the toxicity associated with the formation of D-aminoacyl-tRNA entities in vivo and helps enforce protein L-homochirality"	J
OG0001076	1311	0.03	77	77	0.38	0.38	3.14	3.14	53	53	19.91	19.91	GTPase that plays an essential role in the late steps of ribosome biogenesis	S
OG0001143	579	0.01	77	77	0.31	0.31	3.14	3.13	56	56	17.18	17.18	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	I
OG0001155	543	0.04	77	77	0.36	0.37	3.14	3.14	52	51	18.81	18.81	Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery	O
OG0002429	516	0	18	18	0.45	0.45	3.14	3.14	37	37	16.78	16.78	Thioredoxin	O
OG0002712	132	0.25	12	12	0.55	0.64	3.14	3.11	31	27	17.17	17.17	#N/A	#N/A
OG0003519	321	0.2	3	5	0.78	0.78	3.14	3.13	24	24	18.8	18.8	#N/A	#N/A
OG0004172	258	0	2	2	0.88	0.88	3.14	3.14	24	24	21	21	#N/A	#N/A
OG0004235	126	0.5	1	2	0.5	0.52	3.14	3.09	23	22	11.5	11.5	#N/A	#N/A
OG0004337	1657.5	0.5	2	2	0.5	0.52	3.14	3.09	23	22	11.5	11.5	AI-2E family transporter	S
OG0004373	238.5	0.5	2	2	0.5	0.55	3.14	3.04	23	21	11.5	11.5	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins	M
OG0004443	1171.5	0.5	2	2	0.88	0.95	3.14	3.09	24	22	21	21	"COG0790 FOG TPR repeat, SEL1 subfamily"	S
OG0004514	1024.5	0	2	2	0.88	0.88	3.14	3.14	24	24	21	21	Phage major capsid protein E	S
OG0004650	196.5	0	1	2	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0004695	204	0	2	2	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0004749	120	0	2	2	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0004863	195	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0004866	204	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0004875	285	0	1	1	1	1	3.14	3.14	23	23	23	23	"Transporter, small conductance mechanosensitive ion channel MscS family protein"	M
OG0004878	150	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0004993	210	0	1	1	1	1	3.14	3.14	23	23	23	23	nucleotidyltransferase activity	S
OG0004998	2244	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005000	516	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005045	2370	1	1	1	1	NA	3.14	NA	23	0	23	23	Domain of unknown function (DUF2479)	S
OG0005088	498	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005089	795	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005092	369	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005093	306	0	1	1	1	1	3.14	3.14	23	23	23	23	-	-
OG0005161	591	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005206	150	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005218	222	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005222	231	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005238	183	0	1	1	1	1	3.14	3.14	23	23	23	23	Required for maturation of urease via the functional incorporation of the urease nickel metallocenter	O
OG0005256	210	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005257	138	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005264	315	0	1	1	1	1	3.14	3.14	23	23	23	23	Membrane	M
OG0005265	210	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005266	975	0	1	1	1	1	3.14	3.14	23	23	23	23	FtsX-like permease family	V
OG0005290	363	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005307	93	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005327	108	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005343	2442	0	1	1	1	1	3.14	3.14	23	23	23	23	Streptococcal histidine triad protein	S
OG0005437	222	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005456	144	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005459	189	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005479	867	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005529	105	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005596	177	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005613	405	0	1	1	1	1	3.14	3.14	23	23	23	23	Phosphotransferase enzyme family	S
OG0005618	312	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005621	339	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005720	93	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005732	261	0	1	1	1	1	3.14	3.14	23	23	23	23	Belongs to the BCCT transporter (TC 2.A.15) family	M
OG0005741	213	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005742	201	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005769	435	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005770	537	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005771	603	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005843	168	1	1	1	1	NA	3.14	NA	23	0	23	23	#N/A	#N/A
OG0005880	294	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005881	96	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005925	759	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005927	450	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005928	795	0	1	1	1	1	3.14	3.14	23	23	23	23	-	-
OG0005929	114	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005987	549	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005998	138	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0005999	96	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006031	267	0	1	1	1	1	3.14	3.14	23	23	23	23	"Glutamine synthetase, catalytic domain"	E
OG0006040	951	0	1	1	1	1	3.14	3.14	23	23	23	23	Diaminopropionate ammonia-lyase	E
OG0006041	297	0	1	1	1	1	3.14	3.14	23	23	23	23	Pyridoxal-phosphate dependent enzyme	E
OG0006042	111	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006090	141	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006098	165	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006099	129	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006113	186	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006132	168	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006182	270	0	1	1	1	1	3.14	3.14	23	23	23	23	ABC transporter	P
OG0006183	144	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006186	147	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006187	252	0	1	1	1	1	3.14	3.14	23	23	23	23	ABC-type Mn2 Zn2 transport	P
OG0006208	189	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006258	399	0	1	1	1	1	3.14	3.14	23	23	23	23	Tryptophanyl-tRNA synthetase	J
OG0006274	228	0	1	1	1	1	3.14	3.14	23	23	23	23	Lipoate-protein ligase	H
OG0006280	285	0	1	1	1	1	3.14	3.14	23	23	23	23	Autolysis and methicillin resistant-related protein	V
OG0006361	126	0	1	1	1	1	3.14	3.14	23	23	23	23	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome	J
OG0006398	180	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006430	228	0	1	1	1	1	3.14	3.14	23	23	23	23	"DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N- glycosidic bond, leaving an AP (apurinic apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate"	L
OG0006431	372	0	1	1	1	1	3.14	3.14	23	23	23	23	Acts both as a biotin-- acetyl-CoA-carboxylase ligase and a repressor	K
OG0006432	333	0	1	1	1	1	3.14	3.14	23	23	23	23	Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate	E
OG0006433	225	0	1	1	1	1	3.14	3.14	23	23	23	23	Belongs to the FPP GGPP synthase family	H
OG0006534	354	0	1	1	1	1	3.14	3.14	23	23	23	23	"In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity"	L
OG0006561	201	0	1	1	1	1	3.14	3.14	23	23	23	23	Formate--tetrahydrofolate ligase	H
OG0006562	99	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006609	141	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006610	261	0	1	1	1	1	3.14	3.14	23	23	23	23	"Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)"	C
OG0006634	177	0	1	1	1	1	3.14	3.14	23	23	23	23	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln)	J
OG0006635	198	0	1	1	1	1	3.14	3.14	23	23	23	23	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln)	J
OG0006684	270	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006685	372	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006686	255	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006700	726	0	1	1	1	1	3.14	3.14	23	23	23	23	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	V
OG0006707	141	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006708	345	0	1	1	1	1	3.14	3.14	23	23	23	23	Acetyltransferase (GNAT) domain	K
OG0006722	168	0	1	1	1	1	3.14	3.14	23	23	23	23	Catalyzes the conversion of urocanate to 4-imidazolone- 5-propionate	E
OG0006741	141	0	1	1	1	1	3.14	3.14	23	23	23	23	Dak2	S
OG0006747	288	0	1	1	1	1	3.14	3.14	23	23	23	23	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	C
OG0006748	492	0	1	1	1	1	3.14	3.14	23	23	23	23	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	C
OG0006753	183	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006757	243	0	1	1	1	1	3.14	3.14	23	23	23	23	Imidazoleglycerol-phosphate dehydratase	E
OG0006769	165	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006770	150	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006788	516	0	1	1	1	1	3.14	3.14	23	23	23	23	"Pyruvate phosphate dikinase, PEP/pyruvate binding domain"	H
OG0006796	312	0	1	1	1	1	3.14	3.14	23	23	23	23	Belongs to the TPP enzyme family	GH
OG0006814	204	0	1	1	1	1	3.14	3.14	23	23	23	23	-	-
OG0006838	165	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006843	738	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006849	135	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006850	174	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006873	270	0	1	1	1	1	3.14	3.14	23	23	23	23	-	-
OG0006878	249	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006931	180	0	1	1	1	1	3.14	3.14	23	23	23	23	Two-component Enterococcus faecalis cytolysin (EFC)	S
OG0006962	138	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006965	96	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006976	183	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0006981	852	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007012	129	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007047	96	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007074	345	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007075	240	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007134	177	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007144	327	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007158	429	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007169	1038	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007181	855	1	1	1	1	NA	3.14	NA	23	0	23	23	#N/A	#N/A
OG0007182	543	1	1	1	1	NA	3.14	NA	23	0	23	23	#N/A	#N/A
OG0007186	186	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007277	96	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007306	483	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007352	141	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007360	120	0	1	1	1	1	3.14	3.14	23	23	23	23	Lipocalin-like domain	G
OG0007402	246	0	1	1	1	1	3.14	3.14	23	23	23	23	Domain of unknown function (DUF1413)	S
OG0007419	435	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007420	141	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007431	855	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007471	351	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007584	120	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007600	120	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007604	120	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007611	195	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007614	135	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007615	120	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007647	222	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007648	507	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007649	147	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007673	99	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007716	204	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007761	150	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007809	105	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007814	105	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007837	105	1	1	1	1	NA	3.14	NA	23	0	23	23	#N/A	#N/A
OG0007849	1863	0	1	1	1	1	3.14	3.14	23	23	23	23	hydrocarbon binding protein (contains V4R domain)	T
OG0007898	144	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007905	102	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007906	99	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007947	651	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007949	117	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0007959	585	1	1	1	1	NA	3.14	NA	23	0	23	23	#N/A	#N/A
OG0008008	99	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0008010	117	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0008016	99	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0008045	129	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0008053	111	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0008115	216	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0008192	744	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0008203	219	0	1	1	1	1	3.14	3.14	23	23	23	23	Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism	H
OG0008206	552	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0008246	141	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0008253	192	0	1	1	1	1	3.14	3.14	23	23	23	23	#N/A	#N/A
OG0000336	1338	0.23	77	82	0.19	0.22	3.15	3.15	70	63	13.61	13.61	of the major facilitator superfamily	EGP
OG0000708	894	0.05	77	78	0.34	0.34	3.15	3.15	55	55	18.95	18.95	Cell division protein that may be involved in stabilizing or promoting the assembly of the division complex	D
OG0000991	927	0.01	77	77	0.38	0.38	3.15	3.15	52	52	19.55	19.55	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps	H
OG0001031	177	0.03	77	77	0.42	0.42	3.15	3.15	50	50	20.91	20.91	Belongs to the bacterial ribosomal protein bS21 family	J
OG0001144	1272	0.01	77	77	0.31	0.31	3.15	3.15	58	58	17.88	17.88	Peptidase M16 inactive domain	S
OG0001301	867	0.04	77	77	0.33	0.34	3.15	3.15	57	56	18.78	18.78	"Uncharacterised protein, DegV family COG1307"	S
OG0001366	573	0	77	77	0.47	0.47	3.15	3.15	44	44	20.87	20.87	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis	J
OG0001506	183	0.04	74	74	0.32	0.32	3.15	3.15	55	54	17.35	17.35	NETI protein	S
OG0002564	717	0.07	15	15	0.58	0.6	3.15	3.14	31	30	18.13	18.13	Trehalose utilisation	G
OG0002652	231	0.08	13	13	0.59	0.61	3.15	3.14	30	29	17.62	17.62	#N/A	#N/A
OG0003032	111	0	7	7	0.76	0.76	3.15	3.15	27	27	20.57	20.57	#N/A	#N/A
OG0003102	300	0.29	7	7	0.67	0.67	3.15	3.19	26	26	17.43	17.43	-	-
OG0003104	489	0	7	7	0.7	0.7	3.15	3.15	28	28	19.71	19.71	#N/A	#N/A
OG0003545	589.5	0	3	4	0.81	0.81	3.15	3.15	25	25	20.25	20.25	#N/A	#N/A
OG0003563	369	0	4	4	0.83	0.83	3.15	3.15	25	25	20.75	20.75	#N/A	#N/A
OG0003764	246	0	3	3	0.84	0.84	3.15	3.15	25	25	21	21	#N/A	#N/A
OG0003774	339	0	3	3	0.76	0.76	3.15	3.15	25	25	19	19	#N/A	#N/A
OG0004030	1461	0.67	3	3	0.6	0.75	3.15	3.04	26	21	15.67	15.67	Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone	G
OG0004447	375	0	2	2	0.92	0.92	3.15	3.15	24	24	22	22	#N/A	#N/A
