OG	Median OG length (bp)	Proportion contexts near scaffold edge	Number of genomes with OG	Number of instances	Context variability score	Context variability score - complete contexts	Context entropy score	Context entropy score - complete contexts	Number of distinct neighbor OGs	Number of distinct OGs from complete contexts	Avg. number of distinct neighbor OGs	Avg. number of distinct neighbor OGs from complete contexts
OG0002274	345.0	0.04	23	23	0.57	0.57	3.18	3.19	33	33	18.91	18.91
OG0002275	486.0	0.04	23	23	0.09	0.1	4.92	4.84	182	166	16.83	16.83
OG0002276	369.0	0.09	20	23	0.14	0.14	4.33	4.34	148	145	20.3	20.3
OG0002277	1212.0	0.0	21	23	0.12	0.12	4.59	4.59	159	159	19.83	19.83
OG0002278	441.0	0.13	22	23	0.15	0.17	4.64	4.59	173	154	26.48	26.48
OG0002279	1695.0	0.22	13	23	0.08	0.08	5.11	5.13	209	208	17.48	17.48
OG0002280	660.0	0.0	22	23	0.2	0.2	3.9	3.9	80	80	16.35	16.35
OG0002281	789.0	0.26	18	23	0.08	0.11	5.39	5.16	279	213	23.13	23.13
OG0002282	756.0	0.0	20	23	0.1	0.1	4.77	4.77	175	175	18.26	18.26
OG0002283	780.0	0.0	17	23	0.07	0.07	5.41	5.41	278	278	20	20
OG0002284	339.0	0.18	22	22	0.07	0.08	5.08	5.0	205	180	15.05	15.05
OG0002285	678.0	0.05	21	22	0.13	0.13	4.36	4.38	137	137	18.41	18.41
OG0002286	396.0	0.09	20	22	0.14	0.14	4.6	4.61	136	135	19.09	19.09
OG0002287	228.0	0.05	19	22	0.1	0.1	5.38	5.36	304	297	30.32	30.32
OG0002288	1869.0	0.14	22	22	0.3	0.37	3.66	3.51	77	61	22.86	22.86
OG0002289	417.0	0.05	20	22	0.07	0.07	5.52	5.5	286	281	19.95	19.95
OG0002290	865.5	0.82	8	22	0.15	0.46	4.18	3.4	97	31	14.14	14.14
OG0002291	174.0	0.09	15	22	0.13	0.14	5.09	5.07	271	260	36.41	36.41
OG0002292	288.0	0.05	13	22	0.08	0.08	5.38	5.37	253	250	19.5	19.5
OG0002293	2067.0	0.09	14	22	0.13	0.14	4.6	4.56	130	127	17.18	17.18
OG0002294	984.0	0.05	22	22	0.5	0.5	3.33	3.33	40	40	20	20
OG0002295	922.5	0.0	22	22	0.13	0.13	4.45	4.45	134	134	17.45	17.45
OG0002296	1167.0	0.05	21	22	0.13	0.13	4.36	4.35	123	122	16.45	16.45
OG0002297	519.0	0.0	22	22	0.17	0.17	3.94	3.94	85	85	14.73	14.73
OG0002298	1372.5	0.0	21	22	0.11	0.11	4.65	4.65	173	173	19.27	19.27
OG0002299	852.0	0.14	22	22	0.31	0.32	3.51	3.51	57	56	17.68	17.68
OG0002300	186.0	0.0	22	22	0.31	0.31	3.29	3.29	54	54	17	17
OG0002301	996.0	0.05	22	22	0.44	0.45	2.95	2.95	35	34	15.27	15.27
OG0002302	1029.0	0.05	22	22	0.17	0.19	4.32	4.25	133	120	23.27	23.27
OG0002303	1407.0	0.09	20	22	0.08	0.09	5.19	5.15	232	222	18.95	18.95
OG0002304	945.0	0.0	22	22	0.22	0.22	3.91	3.91	89	89	19.64	19.64
OG0002305	1185.0	0.05	19	22	0.09	0.09	5.15	5.11	214	207	19.59	19.59
OG0002306	492.0	0.0	19	22	0.15	0.15	4.41	4.41	142	142	22	22
OG0002307	894.0	0.0	22	22	0.2	0.2	3.67	3.67	90	90	18.36	18.36
OG0002308	1470.0	0.05	20	21	0.17	0.17	4.14	4.16	111	111	18.52	18.52
OG0002309	459.0	0.14	20	21	0.08	0.08	5.35	5.29	255	237	19.24	19.24
OG0002310	339.0	0.19	20	21	0.09	0.1	5.05	4.96	206	187	18.71	18.71
OG0002311	624.0	0.14	18	21	0.13	0.15	5.19	5.08	309	268	39.43	39.43
OG0002312	342.0	0.1	16	21	0.09	0.1	5.02	4.92	180	164	17.05	17.05
OG0002313	627.0	0.05	20	21	0.18	0.18	4.19	4.19	120	119	21.1	21.1
OG0002314	750.0	0.05	20	21	0.12	0.12	4.87	4.86	182	182	22.05	22.05
OG0002315	954.0	0.1	18	21	0.09	0.1	5.06	4.96	205	183	17.52	17.52
OG0002316	324.0	0.43	17	21	0.08	0.09	4.73	4.68	128	120	10.52	10.52
OG0002317	225.0	0.0	21	21	0.13	0.13	4.69	4.69	151	151	20	20
OG0002318	3138.0	0.0	19	21	0.07	0.07	5.31	5.31	233	233	17	17
OG0002319	1506.0	0.0	21	21	0.13	0.13	4.42	4.42	130	130	17.38	17.38
OG0002320	1026.0	0.0	18	21	0.12	0.12	4.72	4.72	145	145	17.95	17.95
OG0002321	408.0	0.0	20	21	0.07	0.07	5.57	5.57	297	297	20.81	20.81
OG0002322	405.0	0.0	19	21	0.17	0.17	4.96	4.96	249	249	42.67	42.67
OG0002323	309.0	0.0	18	21	0.17	0.17	4.73	4.73	207	207	35.33	35.33
OG0002324	246.0	0.05	19	21	0.1	0.1	4.96	4.92	188	180	18.48	18.48
OG0002325	762.0	0.05	17	21	0.08	0.09	5.28	5.23	234	223	19.76	19.76
OG0002326	423.0	0.1	21	21	0.1	0.1	4.59	4.66	158	157	16.05	16.05
OG0002327	429.0	0.0	21	21	0.12	0.12	5.02	5.02	174	174	20.1	20.1
OG0002328	405.0	0.05	21	21	0.14	0.14	4.63	4.62	178	174	24.38	24.38
OG0002329	279.0	0.0	17	21	0.12	0.12	4.52	4.52	167	167	20.14	20.14
OG0002330	183.0	0.19	20	21	0.07	0.08	5.38	5.31	259	240	18.57	18.57
OG0002331	900.0	0.19	16	21	0.12	0.13	4.43	4.38	144	131	17.33	17.33
OG0002332	894.0	0.19	16	21	0.12	0.13	4.45	4.4	145	134	17.48	17.48
OG0002333	141.0	0.19	16	21	0.12	0.12	5.02	4.98	208	200	24.24	24.24
OG0002334	1353.0	0.05	19	21	0.11	0.11	4.76	4.76	169	166	18.24	18.24
OG0002335	1278.0	0.0	15	21	0.08	0.08	5.14	5.14	223	223	18.71	18.71
OG0002336	189.0	0.14	20	21	0.1	0.11	4.73	4.71	158	153	16.52	16.52
OG0002337	1203.0	0.05	20	20	0.19	0.19	3.94	3.92	87	87	16.8	16.8
OG0002338	1725.0	0.0	20	20	0.21	0.21	3.88	3.88	88	88	18.65	18.65
OG0002339	846.0	0.0	20	20	0.22	0.22	3.83	3.83	82	82	18.1	18.1
OG0002340	312.0	0.35	14	20	0.09	0.1	5.11	5.23	209	198	19.35	19.35
OG0002341	528.0	0.0	20	20	0.11	0.11	4.81	4.81	164	164	18.4	18.4
OG0002342	303.0	0.1	15	20	0.08	0.1	5.18	5.01	243	203	20.65	20.65
OG0002343	1380.0	0.0	12	20	0.11	0.11	4.81	4.81	174	174	18.35	18.35
OG0002344	1198.5	0.15	18	20	0.19	0.21	4.03	4.0	94	88	18.1	18.1
OG0002345	390.0	0.0	20	20	0.17	0.17	4.57	4.57	112	112	19.55	19.55
OG0002346	321.0	0.15	18	20	0.12	0.15	4.72	4.52	153	122	18.4	18.4
OG0002347	1590.0	0.15	18	20	0.11	0.12	4.81	4.77	171	158	19.15	19.15
OG0002348	264.0	0.0	19	20	0.21	0.21	3.76	3.76	82	82	17.15	17.15
OG0002349	1611.0	0.0	19	20	0.14	0.14	4.5	4.5	150	150	21.05	21.05
OG0002350	195.0	0.05	16	20	0.15	0.16	5.06	5.06	258	253	39.55	39.55
OG0002351	1173.0	0.05	20	20	0.62	0.62	3.03	3.03	29	29	18.1	18.1
OG0002352	1068.0	0.15	20	20	0.12	0.16	4.66	4.34	150	109	17.6	17.6
OG0002353	775.5	0.0	8	20	0.12	0.12	4.85	4.85	162	162	18.9	18.9
OG0002354	1044.0	0.2	14	20	0.1	0.11	5.07	4.88	240	205	23.05	23.05
OG0002355	253.5	0.05	17	20	0.08	0.09	5.49	5.45	281	271	23.25	23.25
OG0002356	753.0	0.1	18	20	0.08	0.09	5.18	5.14	230	218	19.4	19.4
OG0002357	204.0	0.25	13	20	0.15	0.15	4.47	4.57	138	137	20.9	20.9
OG0002358	531.0	0.0	20	20	0.41	0.41	3.41	3.41	46	46	18.8	18.8
OG0002359	516.0	0.15	19	20	0.13	0.15	4.62	4.54	141	127	18.6	18.6
OG0002360	216.0	0.25	16	20	0.1	0.1	5.37	5.31	249	232	23.75	23.75
OG0002361	219.0	0.2	17	20	0.16	0.2	4.55	4.4	141	108	21.95	21.95
OG0002362	249.0	0.15	13	20	0.12	0.13	4.45	4.39	143	127	16.95	16.95
OG0002363	172.5	0.1	18	20	0.08	0.09	5.12	5.04	217	202	18.35	18.35
OG0002364	1275.0	0.0	6	20	0.15	0.15	3.81	3.81	91	91	13.65	13.65
OG0002365	2643.0	0.0	19	19	0.11	0.11	4.64	4.64	162	162	17.79	17.79
OG0002366	696.0	0.0	19	19	0.11	0.11	4.52	4.52	147	147	16.21	16.21
OG0002367	765.0	0.0	18	19	0.17	0.17	4.0	4.0	98	98	16.68	16.68
OG0002368	1374.0	0.0	18	19	0.18	0.18	4.14	4.14	96	96	17.68	17.68
OG0002369	348.0	0.05	19	19	0.54	0.56	3.35	3.35	39	38	21.21	21.21
OG0002370	390.0	0.11	19	19	0.38	0.39	3.45	3.45	54	52	20.53	20.53
OG0002371	1251.0	0.05	17	19	0.21	0.22	4.41	4.42	141	140	30.11	30.11
OG0002372	969.0	0.05	19	19	0.54	0.54	3.1	3.1	34	34	18.37	18.37
OG0002373	1107.0	0.0	19	19	0.45	0.45	3.37	3.37	46	46	20.63	20.63
OG0002374	1131.0	0.0	19	19	0.86	0.86	2.96	2.96	21	21	18.16	18.16
OG0002375	177.0	0.16	11	19	0.13	0.14	5.12	5.09	247	233	32.84	32.84
OG0002376	357.0	0.05	19	19	0.39	0.39	3.16	3.16	43	42	16.58	16.58
OG0002377	480.0	0.0	19	19	0.6	0.6	3.35	3.35	38	38	22.79	22.79
OG0002378	390.0	0.89	8	19	0.15	1.21	4.13	2.48	96	12	14.47	14.47
OG0002379	453.0	0.0	19	19	0.27	0.27	3.76	3.76	73	73	19.68	19.68
OG0002380	1116.0	0.11	19	19	0.13	0.14	4.36	4.33	134	129	17.95	17.95
OG0002381	585.0	0.05	18	19	0.1	0.11	5.03	4.93	182	165	18.47	18.47
OG0002382	1041.0	0.16	19	19	0.1	0.12	4.74	4.64	159	141	16.32	16.32
OG0002383	1119.0	0.16	19	19	0.1	0.12	4.77	4.67	163	145	16.95	16.95
OG0002384	390.0	0.16	17	19	0.1	0.11	4.96	4.88	175	160	18	18
OG0002385	231.0	0.11	18	19	0.14	0.15	4.73	4.75	164	162	23.63	23.63
OG0002386	132.0	0.11	19	19	0.14	0.16	4.5	4.46	128	119	18.53	18.53
OG0002387	216.0	0.11	17	19	0.14	0.14	4.56	4.51	132	128	18.21	18.21
OG0002388	1359.0	0.05	11	19	0.1	0.1	4.94	4.94	223	222	22.53	22.53
OG0002389	648.0	0.05	16	19	0.13	0.13	5.01	5.02	204	204	27.42	27.42
OG0002390	204.0	0.05	12	19	0.17	0.17	5.03	5.04	236	236	40.63	40.63
OG0002391	333.0	0.05	14	19	0.14	0.15	4.6	4.58	137	135	19.63	19.63
OG0002392	216.0	0.11	19	19	0.11	0.12	4.76	4.74	157	153	17.68	17.68
OG0002393	189.0	0.05	19	19	0.16	0.16	4.54	4.51	123	120	19.47	19.47
OG0002394	207.0	0.26	13	19	0.15	0.15	4.83	4.87	171	166	25.53	25.53
OG0002395	678.0	0.05	14	19	0.12	0.13	4.81	4.79	155	152	19.32	19.32
OG0002396	306.0	0.0	19	19	0.17	0.17	4.08	4.08	112	112	19.21	19.21
OG0002397	366.0	0.05	15	19	0.3	0.3	3.86	3.86	78	78	23.05	23.05
OG0002398	570.0	0.05	15	19	0.26	0.27	3.96	3.96	91	90	24.11	24.11
OG0002399	330.0	0.0	15	19	0.22	0.22	4.24	4.24	125	125	26.89	26.89
OG0002400	897.0	0.05	19	19	0.21	0.23	4.11	4.03	87	77	18.05	18.05
OG0002401	561.0	0.0	18	18	0.11	0.11	4.55	4.55	148	148	16.67	16.67
OG0002402	2022.0	0.0	18	18	0.11	0.11	4.66	4.66	163	163	17.72	17.72
OG0002403	1677.0	0.0	18	18	0.11	0.11	4.57	4.57	152	152	16.67	16.67
OG0002404	780.0	0.0	18	18	0.21	0.21	3.79	3.79	82	82	17.33	17.33
OG0002405	1401.0	0.0	18	18	0.18	0.18	4.17	4.17	100	100	17.83	17.83
OG0002406	1239.0	0.0	18	18	0.18	0.18	4.15	4.15	99	99	17.56	17.56
OG0002407	882.0	0.0	16	18	0.14	0.14	4.42	4.42	136	136	18.5	18.5
OG0002408	288.0	0.17	18	18	0.13	0.13	4.71	4.71	139	134	17.94	17.94
OG0002409	444.0	0.06	18	18	0.1	0.1	4.57	4.57	152	151	15.28	15.28
OG0002410	177.0	0.11	18	18	0.29	0.29	3.89	3.88	74	72	21.11	21.11
OG0002411	1080.0	0.0	18	18	0.17	0.17	4.08	4.08	92	92	15.44	15.44
OG0002412	813.0	0.11	18	18	0.13	0.13	4.61	4.66	158	156	20.67	20.67
OG0002413	594.0	0.06	16	18	0.18	0.18	4.62	4.64	170	169	30.39	30.39
OG0002414	270.0	0.11	18	18	0.33	0.35	3.39	3.38	53	51	17.72	17.72
OG0002415	1269.0	0.06	16	18	0.23	0.27	3.82	3.7	77	65	17.72	17.72
OG0002416	1128.0	0.0	17	18	0.17	0.17	4.5	4.5	119	119	20.39	20.39
OG0002417	784.5	0.06	16	18	0.1	0.11	4.97	4.92	178	168	18.61	18.61
OG0002418	2490.0	0.06	18	18	0.17	0.17	4.06	4.06	110	109	18.61	18.61
OG0002419	288.0	0.06	13	18	0.1	0.11	4.66	4.59	150	139	14.94	14.94
OG0002420	201.0	0.0	18	18	0.3	0.3	3.76	3.76	69	69	20.39	20.39
OG0002421	1653.0	0.0	16	18	0.12	0.12	4.65	4.65	152	152	18.94	18.94
OG0002422	357.0	0.06	10	18	0.08	0.08	5.41	5.38	246	240	18.5	18.5
OG0002423	399.0	0.06	18	18	0.11	0.11	5.2	5.2	211	207	22.5	22.5
OG0002424	2610.0	0.06	18	18	0.1	0.1	4.98	4.99	171	171	17.28	17.28
OG0002425	378.0	0.11	13	18	0.12	0.13	4.5	4.46	151	141	18.5	18.5
OG0002426	711.0	0.06	15	18	0.13	0.15	4.81	4.68	161	139	20.72	20.72
OG0002427	759.0	0.17	17	18	0.11	0.13	4.85	4.7	171	142	19.11	19.11
OG0002428	961.5	0.06	16	18	0.54	0.54	3.37	3.37	39	39	21.06	21.06
OG0002429	516.0	0.0	18	18	0.45	0.45	3.14	3.14	37	37	16.78	16.78
OG0002430	196.5	0.06	14	18	0.15	0.15	5.13	5.11	261	253	39.11	39.11
OG0002431	192.0	0.0	18	18	0.37	0.37	3.53	3.53	59	59	22.06	22.06
OG0002432	918.0	0.06	16	18	0.09	0.09	5.06	5.05	200	199	17.61	17.61
OG0002433	525.0	0.33	14	18	0.09	0.13	4.88	4.62	182	133	17.06	17.06
OG0002434	375.0	0.22	14	18	0.09	0.11	4.87	4.74	181	152	17	17
OG0002435	732.0	0.28	12	18	0.1	0.11	4.94	4.82	185	167	17.89	17.89
OG0002436	642.0	0.0	13	18	0.16	0.16	4.62	4.62	159	159	26	26
OG0002437	1609.5	0.11	14	18	0.1	0.11	4.91	4.85	177	170	18.5	18.5
OG0002438	147.0	0.06	16	18	0.14	0.14	4.43	4.44	130	129	18.39	18.39
OG0002439	468.0	0.0	7	18	0.24	0.24	3.78	3.78	75	75	17.94	17.94
OG0002440	183.0	0.11	18	18	0.24	0.24	4.19	4.17	114	112	27.17	27.17
OG0002441	351.0	0.06	14	18	0.3	0.3	3.77	3.77	73	73	22.11	22.11
OG0002442	390.0	0.0	15	18	0.26	0.26	3.99	3.99	96	96	25	25
OG0002443	351.0	0.0	15	18	0.26	0.26	4.03	4.03	98	98	25.72	25.72
OG0002444	306.0	0.0	14	18	0.22	0.22	4.18	4.18	117	117	25.94	25.94
OG0002445	867.0	0.06	17	18	0.44	0.44	3.29	3.29	42	42	18.28	18.28
OG0002446	399.0	0.06	13	18	0.16	0.18	4.56	4.45	132	116	20.61	20.61
OG0002447	429.0	0.06	4	18	0.07	0.07	5.47	5.47	285	282	19.72	19.72
OG0002448	981.0	0.0	17	17	0.31	0.31	3.48	3.48	53	53	16.41	16.41
OG0002449	1767.0	0.0	17	17	0.28	0.28	3.59	3.59	62	62	17.12	17.12
OG0002450	1719.0	0.0	17	17	0.26	0.26	3.63	3.63	67	67	17.41	17.41
OG0002451	1770.0	0.0	17	17	0.27	0.27	3.56	3.56	62	62	16.76	16.76
OG0002452	1539.0	0.0	13	17	0.12	0.12	4.36	4.36	108	108	12.53	12.53
OG0002453	609.0	0.12	17	17	0.1	0.11	5.03	4.98	185	177	19.18	19.18
OG0002454	759.0	0.0	14	17	0.13	0.13	4.74	4.74	144	144	18.35	18.35
OG0002455	546.0	0.06	15	17	0.26	0.26	4.04	4.04	80	79	20.71	20.71
OG0002456	90.0	0.06	17	17	0.29	0.37	3.49	3.35	62	49	17.94	17.94
OG0002457	591.0	0.12	16	17	0.07	0.08	5.44	5.34	253	231	18.76	18.76
OG0002458	672.0	0.0	17	17	0.15	0.15	4.64	4.64	129	129	19.71	19.71
OG0002459	828.0	0.06	12	17	0.14	0.14	4.6	4.58	123	121	17.53	17.53
OG0002460	1035.0	0.0	15	17	0.1	0.1	5.0	5.0	179	179	17.59	17.59
OG0002461	492.0	0.0	13	17	0.09	0.09	5.31	5.31	230	230	19.71	19.71
OG0002462	564.0	0.06	16	17	0.13	0.13	4.59	4.61	124	123	15.82	15.82
OG0002463	99.0	0.06	17	17	0.24	0.25	3.87	3.86	84	82	20.12	20.12
OG0002464	2007.0	0.18	16	17	0.14	0.16	4.42	4.31	128	113	18.06	18.06
OG0002465	1167.0	0.12	15	17	0.19	0.2	4.12	4.1	100	95	18.53	18.53
OG0002466	150.0	0.0	17	17	0.15	0.15	4.03	4.03	91	91	13.59	13.59
OG0002467	480.0	0.0	14	17	0.09	0.09	5.33	5.33	245	245	21.29	21.29
OG0002468	228.0	0.06	16	17	0.09	0.09	5.28	5.23	226	216	20.47	20.47
OG0002469	930.0	0.0	6	17	0.28	0.28	3.44	3.44	52	52	14.59	14.59
OG0002470	285.0	0.12	16	17	0.14	0.16	4.58	4.46	129	113	18.12	18.12
OG0002471	1338.0	0.12	16	17	0.16	0.16	4.22	4.24	102	101	16.59	16.59
OG0002472	207.0	0.06	17	17	0.46	0.46	3.43	3.44	46	46	21.35	21.35
OG0002473	156.0	0.06	13	17	0.09	0.09	5.32	5.31	236	234	20.59	20.59
OG0002474	621.0	0.06	17	17	0.19	0.19	4.15	4.13	99	99	19.12	19.12
OG0002475	1287.0	0.12	17	17	0.11	0.11	4.95	4.91	179	168	19.18	19.18
OG0002476	696.0	0.0	16	17	0.1	0.1	4.67	4.67	146	146	14.71	14.71
OG0002477	2496.0	0.18	10	17	0.13	0.15	4.72	4.57	187	155	23.76	23.76
OG0002478	399.0	0.12	17	17	0.14	0.15	4.37	4.33	136	127	19.06	19.06
OG0002479	576.0	0.12	14	17	0.08	0.09	5.32	5.26	248	229	20.71	20.71
OG0002480	1002.0	0.06	17	17	0.11	0.11	4.64	4.63	152	150	17.12	17.12
OG0002481	2778.0	0.12	11	17	0.09	0.1	5.17	5.05	209	185	18.24	18.24
OG0002482	654.0	0.24	16	17	0.08	0.09	5.17	5.2	215	205	17.47	17.47
OG0002483	189.0	0.18	17	17	0.08	0.09	5.39	5.27	241	214	19.18	19.18
OG0002484	318.0	0.0	17	17	0.09	0.09	5.19	5.19	212	212	19.53	19.53
OG0002485	525.0	0.12	15	17	0.15	0.16	5.04	5.03	234	227	36.06	36.06
OG0002486	774.0	0.06	15	17	0.16	0.16	5.07	5.06	234	232	37.29	37.29
OG0002487	1884.0	0.06	11	17	0.13	0.13	4.8	4.8	162	161	21.41	21.41
OG0002488	165.0	0.06	14	17	0.09	0.09	5.37	5.33	250	239	21.65	21.65
OG0002489	891.0	0.06	17	17	0.41	0.41	3.27	3.28	43	43	17.76	17.76
OG0002490	429.0	0.82	12	17	0.1	0.3	4.77	3.91	158	54	16	16
OG0002491	1140.0	0.12	11	17	0.07	0.07	5.4	5.4	246	243	17.88	17.88
OG0002492	1383.0	0.0	13	17	0.16	0.16	4.45	4.45	128	128	20.59	20.59
OG0002493	163.5	0.0	15	16	0.11	0.11	4.72	4.72	156	156	17.5	17.5
OG0002494	918.0	0.0	13	16	0.11	0.11	4.93	4.93	180	180	19.75	19.75
OG0002495	1455.0	0.06	15	16	0.15	0.17	4.38	4.23	134	116	19.94	19.94
OG0002496	966.0	0.12	16	16	0.28	0.29	3.72	3.71	62	60	17.56	17.56
OG0002497	1110.0	0.0	16	16	0.19	0.19	4.03	4.03	99	99	18.69	18.69
OG0002498	355.5	0.0	11	16	0.17	0.17	5.23	5.23	241	241	40.44	40.44
OG0002499	337.5	0.0	11	16	0.16	0.16	4.26	4.26	114	114	18.62	18.62
OG0002500	1585.5	0.06	16	16	0.13	0.15	4.54	4.42	145	129	19.44	19.44
OG0002501	603.0	0.0	13	16	0.09	0.09	5.31	5.31	221	221	19.94	19.94
OG0002502	1045.5	0.19	14	16	0.09	0.11	5.22	4.98	218	172	18.56	18.56
OG0002503	4428.0	0.06	14	16	0.2	0.25	4.15	3.97	105	83	20.62	20.62
OG0002504	243.0	0.06	16	16	0.61	0.61	3.26	3.26	34	34	20.81	20.81
OG0002505	774.0	0.25	15	16	0.09	0.11	5.16	4.98	215	177	18.88	18.88
OG0002506	2103.0	0.0	16	16	0.21	0.21	4.16	4.16	91	91	18.81	18.81
OG0002507	1213.5	0.0	15	16	0.28	0.28	3.65	3.65	62	62	17.12	17.12
OG0002508	1080.0	0.12	16	16	0.18	0.18	4.24	4.24	102	98	18	18
OG0002509	1422.0	0.12	16	16	0.18	0.2	4.14	4.13	94	89	17.38	17.38
OG0002510	210.0	0.06	16	16	0.49	0.49	3.76	3.78	62	62	30.44	30.44
OG0002511	135.0	0.06	16	16	0.42	0.42	3.82	3.84	71	71	29.81	29.81
OG0002512	744.0	0.06	16	16	0.13	0.13	4.71	4.73	135	135	17.44	17.44
OG0002513	1296.0	0.0	16	16	0.22	0.22	3.93	3.93	86	86	19.19	19.19
OG0002514	510.0	0.0	16	16	0.22	0.22	3.92	3.92	86	86	18.56	18.56
OG0002515	1038.0	0.0	16	16	0.21	0.21	3.96	3.96	91	91	19.06	19.06
OG0002516	1323.0	0.06	16	16	0.13	0.14	4.51	4.47	135	131	18.06	18.06
OG0002517	534.0	0.06	16	16	0.14	0.14	4.47	4.49	132	131	18	18
OG0002518	489.0	0.12	14	16	0.19	0.21	4.25	4.23	109	102	21	21
OG0002519	330.0	0.12	16	16	0.08	0.09	5.49	5.36	262	233	20.25	20.25
OG0002520	363.0	0.0	12	16	0.15	0.15	4.75	4.75	174	174	25.62	25.62
OG0002521	1440.0	0.25	13	16	0.1	0.11	5.12	5.01	205	182	19.75	19.75
OG0002522	237.0	0.0	16	16	0.35	0.35	3.88	3.88	82	82	29	29
OG0002523	201.0	0.38	13	16	0.09	0.12	5.25	5.0	211	159	18.38	18.38
OG0002524	249.0	0.0	16	16	0.38	0.38	3.53	3.53	50	50	19	19
OG0002525	693.0	0.0	16	16	0.17	0.17	4.25	4.25	116	116	19.19	19.19
OG0002526	1470.0	0.06	14	16	0.11	0.11	4.76	4.74	147	143	15.44	15.44
OG0002527	418.5	0.0	16	16	0.28	0.28	3.72	3.72	68	68	19.38	19.38
OG0002528	165.0	0.0	16	16	0.1	0.1	5.22	5.22	213	213	22.31	22.31
OG0002529	1276.5	0.06	15	16	0.12	0.12	4.6	4.62	144	143	17.56	17.56
OG0002530	309.0	0.0	15	15	0.18	0.18	4.25	4.25	92	92	16.53	16.53
OG0002531	1659.0	0.07	15	15	0.16	0.17	4.39	4.29	110	99	17.27	17.27
OG0002532	1125.0	0.0	15	15	0.2	0.2	3.98	3.98	98	98	19.33	19.33
OG0002533	273.0	0.07	15	15	0.66	0.66	3.23	3.23	31	31	20.53	20.53
OG0002534	498.0	0.2	9	15	0.17	0.2	5.0	4.89	217	187	36.47	36.47
OG0002535	150.0	0.07	12	15	0.22	0.22	4.81	4.81	179	179	39.33	39.33
OG0002536	951.0	0.07	14	15	0.28	0.28	4.29	4.3	119	118	33.53	33.53
OG0002537	297.0	0.07	14	15	0.28	0.28	4.08	4.09	102	101	28.33	28.33
OG0002538	336.0	0.07	14	15	0.28	0.29	4.04	4.05	98	97	27.87	27.87
OG0002539	414.0	0.07	14	15	0.28	0.28	4.01	4.02	96	95	27	27
OG0002540	423.0	0.07	14	15	0.28	0.29	3.94	3.94	91	90	25.73	25.73
OG0002541	558.0	0.07	14	15	0.29	0.29	3.88	3.89	87	86	25.2	25.2
OG0002542	498.0	0.07	14	15	0.31	0.31	3.76	3.76	76	75	23.47	23.47
OG0002543	285.0	0.07	14	15	0.34	0.35	3.65	3.64	65	64	22.27	22.27
OG0002544	597.0	0.2	12	15	0.11	0.13	5.18	5.06	231	203	26.53	26.53
OG0002545	744.0	0.13	13	15	0.1	0.1	5.14	5.08	198	184	19.27	19.27
OG0002546	201.0	0.07	15	15	0.12	0.13	4.77	4.75	148	146	18.47	18.47
OG0002547	435.0	0.0	7	15	0.11	0.11	4.91	4.91	161	161	18.2	18.2
OG0002548	789.0	0.33	13	15	0.09	0.13	5.19	4.86	201	145	18.4	18.4
OG0002549	450.0	0.07	13	15	0.18	0.2	4.2	4.11	106	95	18.67	18.67
OG0002550	297.0	0.0	15	15	0.11	0.11	4.96	4.96	164	164	17.53	17.53
OG0002551	327.0	0.0	11	15	0.11	0.11	4.53	4.53	135	135	14.53	14.53
OG0002552	630.0	0.07	10	15	0.29	0.29	3.85	3.87	80	80	23.27	23.27
OG0002553	582.0	0.0	9	15	0.22	0.22	4.09	4.09	95	95	20.6	20.6
OG0002554	129.0	0.07	14	15	0.09	0.1	5.33	5.25	246	226	21.53	21.53
OG0002555	117.0	0.13	14	15	0.09	0.1	5.33	5.21	243	214	21.93	21.93
OG0002556	924.0	0.07	13	15	0.16	0.17	4.54	4.48	113	107	18.4	18.4
OG0002557	402.0	0.07	15	15	0.16	0.17	4.37	4.29	131	122	20.47	20.47
OG0002558	450.0	0.0	14	15	0.1	0.1	5.15	5.15	205	205	21.33	21.33
OG0002559	585.0	0.2	13	15	0.11	0.13	4.86	4.7	154	128	16.8	16.8
OG0002560	429.0	0.13	15	15	0.26	0.26	3.83	3.88	72	72	18.67	18.67
OG0002561	894.0	0.13	14	15	0.24	0.25	3.7	3.66	64	62	15.53	15.53
OG0002562	906.0	0.07	15	15	0.16	0.16	4.23	4.26	106	106	17.27	17.27
OG0002563	1008.0	0.07	15	15	0.15	0.15	4.44	4.43	124	122	18.27	18.27
OG0002564	717.0	0.07	15	15	0.58	0.6	3.15	3.14	31	30	18.13	18.13
OG0002565	1299.0	0.13	15	15	0.15	0.16	4.35	4.33	107	101	15.8	15.8
OG0002566	273.0	0.0	12	15	0.16	0.16	4.91	4.91	193	193	30.13	30.13
OG0002567	1089.0	0.13	9	15	0.14	0.14	4.49	4.5	150	147	20.27	20.27
OG0002568	594.0	0.13	11	15	0.13	0.16	4.68	4.44	174	139	21.8	21.8
OG0002569	480.0	0.07	15	15	0.17	0.17	4.1	4.09	110	109	18.4	18.4
OG0002570	174.0	0.07	15	15	0.12	0.13	5.15	5.04	206	185	24.93	24.93
OG0002571	1197.0	0.0	15	15	0.2	0.2	4.38	4.38	102	102	20.13	20.13
OG0002572	636.0	0.0	14	15	0.5	0.5	3.37	3.37	44	44	21.93	21.93
OG0002573	312.0	0.07	9	15	0.12	0.12	4.56	4.59	149	149	18.13	18.13
